borocode,boroname,countyfips,ntacode,ntaname,shape_area,shape_leng,ZIPCODE,BLDGZIP,PO_NAME,POPULATION,AREA,STATE,COUNTY,ST_FIPS,CTY_FIPS,URL,SHAPE_AR_1,SHAPE_LEN,19_placeke,19_locatio,19_street_,19_city,19_region,19_date_ra,19_date__1,19_raw_vis,19_raw_v_1,19_conc_ad,19_num,19_street
3.0000000000000000000000000000000,Brooklyn,"047",BK96,Rugby-Remsen Village,32706946.4034999981522560119628906250000,30957.8533949000011489260941743850708,"11203","0",Brooklyn,78060.00000000,60644835.45615650,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-wgb-h89,Lyfestylz Unisex Salon,5321 Claredon Rd,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"4","4","5321 Claredon Rd, New York, NY, 11203","5321",Claredon Rd
3.0000000000000000000000000000000,Brooklyn,"047",BK96,Rugby-Remsen Village,32706946.4034999981522560119628906250000,30957.8533949000011489260941743850708,"11236","0",Brooklyn,94480.00000000,96373991.62010460,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-wg6-t9z,Remsen Playground,9001 9099 Glenwood Road,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"220","128","9001 9099 Glenwood Road, New York, NY, 11236","9001",9099 Glenwood Road
3.0000000000000000000000000000000,Brooklyn,"047",BK96,Rugby-Remsen Village,32706946.4034999981522560119628906250000,30957.8533949000011489260941743850708,"11234","0",Brooklyn,85853.00000000,206201040.08797300,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-wg5-35z,New Adventures Day Camp,3301 Quentin Rd Public School 222,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"571","193","3301 Quentin Rd Public School 222, New York, NY, 11234","3301",Quentin Rd Public School 222
4.0000000000000000000000000000000,Queens,"081",QN52,East Flushing,29454379.9662999995052814483642578125000,25843.3649556999989727046340703964233,"11358","0",Flushing,37743.00000000,54622541.08573670,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-s9j-99f,All NY Liens,198 07 32 Ave,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"208","81","198 07 32 Ave, New York, NY, 11358","198",07 32 Ave
4.0000000000000000000000000000000,Queens,"081",QN52,East Flushing,29454379.9662999995052814483642578125000,25843.3649556999989727046340703964233,"11355","0",Flushing,82809.00000000,49383079.08394500,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzy-223@627-s99-9zz,Jing Mei Beauty Salon,133 53 41st Rd,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"2","1","133 53 41st Rd, New York, NY, 11355","133",53 41st Rd
4.0000000000000000000000000000000,Queens,"081",QN52,East Flushing,29454379.9662999995052814483642578125000,25843.3649556999989727046340703964233,"11365","0",Fresh Meadows,40528.00000000,69385865.59473890,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-rzq-bzf,Fresh Meadows Park,Fresh Meadows Park,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"306","245","Fresh Meadows Park, New York, NY, 11365",Fresh,Meadows Park
4.0000000000000000000000000000000,Queens,"081",QN53,Woodhaven,37001316.6275999993085861206054687500000,28070.5855483999985153786838054656982,"11385","0",Ridgewood,98436.00000000,124786310.90785700,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-s93-ht9,Nyc Open Space 287,Nyc Open Space 287,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"751","238","Nyc Open Space 287, New York, NY, 11385",Nyc,Open Space 287
4.0000000000000000000000000000000,Queens,"081",QN53,Woodhaven,37001316.6275999993085861206054687500000,28070.5855483999985153786838054656982,"11208","0",Brooklyn,94410.00000000,79303684.26399100,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-s7z-zpv,Kissenia Creativity,1098 Liberty Ave Store 4,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"1","1","1098 Liberty Ave Store 4, New York, NY, 11208","1098",Liberty Ave Store 4
4.0000000000000000000000000000000,Queens,"081",QN53,Woodhaven,37001316.6275999993085861206054687500000,28070.5855483999985153786838054656982,"11417","0",Ozone Park,28562.00000000,31099087.10790810,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-s88-c89,Nyc Open Space,Nyc Open Space,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"989","489","Nyc Open Space, New York, NY, 11417",Nyc,Open Space
4.0000000000000000000000000000000,Queens,"081",QN53,Woodhaven,37001316.6275999993085861206054687500000,28070.5855483999985153786838054656982,"11418","0",Richmond Hill,36607.00000000,32025130.92279120,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-s87-w6k,Maurice A Fitzgerald Playground,Maurice A Fitzgerald Playground,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"578","253","Maurice A Fitzgerald Playground, New York, NY, 11418",Maurice,A Fitzgerald Playground
4.0000000000000000000000000000000,Queens,"081",QN53,Woodhaven,37001316.6275999993085861206054687500000,28070.5855483999985153786838054656982,"11421","0",Woodhaven,39014.00000000,24314441.76390820,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-s7m-nqz,Forest Park,80 30 Park Lane,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"6217","2880","80 30 Park Lane, New York, NY, 11421","80",30 Park Lane
4.0000000000000000000000000000000,Queens,"081",QN53,Woodhaven,37001316.6275999993085861206054687500000,28070.5855483999985153786838054656982,"11416","0",Ozone Park,25423.00000000,18854849.80130320,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzy-223@627-s86-w6k,Advanced custom interiors,92 16 95th Ave,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"264","79","92 16 95th Ave, New York, NY, 11416","92",16 95th Ave
3.0000000000000000000000000000000,Brooklyn,"047",BK44,Madison,27379161.9978000000119209289550781250000,26237.2573410000004514586180448532104,"11210","0",Brooklyn,67067.00000000,47887022.99216040,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-223@627-wg4-g8v,Flava II,1914 Nostrand Ave,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"458","330","1914 Nostrand Ave, New York, NY, 11210","1914",Nostrand Ave
3.0000000000000000000000000000000,Brooklyn,"047",BK44,Madison,27379161.9978000000119209289550781250000,26237.2573410000004514586180448532104,"11230","0",Brooklyn,80857.00000000,49926703.39331720,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-wdh-tvz,Z&I Dental Center,2001 Ave P Ste A2,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"31","26","2001 Ave P Ste A2, New York, NY, 11230","2001",Ave P Ste A2
3.0000000000000000000000000000000,Brooklyn,"047",BK44,Madison,27379161.9978000000119209289550781250000,26237.2573410000004514586180448532104,"11234","0",Brooklyn,85853.00000000,206201040.08797300,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-wg5-35z,New Adventures Day Camp,3301 Quentin Rd Public School 222,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"571","193","3301 Quentin Rd Public School 222, New York, NY, 11234","3301",Quentin Rd Public School 222
3.0000000000000000000000000000000,Brooklyn,"047",BK44,Madison,27379161.9978000000119209289550781250000,26237.2573410000004514586180448532104,"11229","0",Brooklyn,79608.00000000,60119326.14426950,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-wdh-swk,T.J. Maxx,1630 East 15th St Kingswood Center,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"1276","805","1630 East 15th St Kingswood Center, New York, NY, 11229","1630",East 15th St Kingswood Center
4.0000000000000000000000000000000,Queens,"081",QN48,Auburndale,34164217.5746999979019165039062500000000,32446.8786729999992530792951583862305,"11358","0",Flushing,37743.00000000,54622541.08573670,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-s9j-99f,All NY Liens,198 07 32 Ave,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"208","81","198 07 32 Ave, New York, NY, 11358","198",07 32 Ave
4.0000000000000000000000000000000,Queens,"081",QN48,Auburndale,34164217.5746999979019165039062500000000,32446.8786729999992530792951583862305,"11364","0",Oakland Gardens,33937.00000000,84259665.05296010,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-rzp-rkz,Saul Weprin Playground,54 38 202 Street,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"462","184","54 38 202 Street, New York, NY, 11364","54",38 202 Street
4.0000000000000000000000000000000,Queens,"081",QN48,Auburndale,34164217.5746999979019165039062500000000,32446.8786729999992530792951583862305,"11365","0",Fresh Meadows,40528.00000000,69385865.59473890,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-rzq-bzf,Fresh Meadows Park,Fresh Meadows Park,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"306","245","Fresh Meadows Park, New York, NY, 11365",Fresh,Meadows Park
4.0000000000000000000000000000000,Queens,"081",QN48,Auburndale,34164217.5746999979019165039062500000000,32446.8786729999992530792951583862305,"11361","0",Bayside,28496.00000000,50163518.24335120,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-rzx-wff,John Golden Park,John Golden Park,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"623","275","John Golden Park, New York, NY, 11361",John,Golden Park
4.0000000000000000000000000000000,Queens,"081",QN51,Murray Hill,52488277.0737000033259391784667968750000,33266.9048112000018591061234474182129,"11357","0",Whitestone,38944.00000000,77359110.60914420,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-s9h-x5z,Whitestone Playground,Whitestone Playground,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"548","258","Whitestone Playground, New York, NY, 11357",Whitestone,Playground
4.0000000000000000000000000000000,Queens,"081",QN51,Murray Hill,52488277.0737000033259391784667968750000,33266.9048112000018591061234474182129,"11354","0",Flushing,58525.00000000,61985147.45080450,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzw-222@627-s9c-zj9,Citi Field,1 Roosevelt Avenue,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"6174","4168","1 Roosevelt Avenue, New York, NY, 11354","1",Roosevelt Avenue
4.0000000000000000000000000000000,Queens,"081",QN51,Murray Hill,52488277.0737000033259391784667968750000,33266.9048112000018591061234474182129,"11358","0",Flushing,37743.00000000,54622541.08573670,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-s9j-99f,All NY Liens,198 07 32 Ave,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"208","81","198 07 32 Ave, New York, NY, 11358","198",07 32 Ave
4.0000000000000000000000000000000,Queens,"081",QN51,Murray Hill,52488277.0737000033259391784667968750000,33266.9048112000018591061234474182129,"11355","0",Flushing,82809.00000000,49383079.08394500,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzy-223@627-s99-9zz,Jing Mei Beauty Salon,133 53 41st Rd,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"2","1","133 53 41st Rd, New York, NY, 11355","133",53 41st Rd
4.0000000000000000000000000000000,Queens,"081",QN27,East Elmhurst,19726846.1000000014901161193847656250000,19816.7121095000002242159098386764526,"11369","0",East Elmhurst,38116.00000000,30060493.24637420,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-s9d-9vf,Corona Bait and Tackle,102 15 Northern Blvd,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"309","170","102 15 Northern Blvd, New York, NY, 11369","102",15 Northern Blvd
4.0000000000000000000000000000000,Queens,"081",QN27,East Elmhurst,19726846.1000000014901161193847656250000,19816.7121095000002242159098386764526,"11368","0",Corona,109069.00000000,72489663.28446300,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-s9c-xdv,Louis Armstrong Playground,Louis Armstrong Playground,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"1139","512","Louis Armstrong Playground, New York, NY, 11368",Louis,Armstrong Playground
4.0000000000000000000000000000000,Queens,"081",QN27,East Elmhurst,19726846.1000000014901161193847656250000,19816.7121095000002242159098386764526,"11371","0",Flushing,0.00000000,30558474.90783860,NY,Queens,"36","081",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-wbv-rc5,Norwegian Jewel,Manhattan Cruise Port,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"2005","1390","Manhattan Cruise Port, New York, NY, 11371",Manhattan,Cruise Port
3.0000000000000000000000000000000,Brooklyn,"047",BK81,Brownsville,32730861.1090999990701675415039062500000,27300.7812330000015208497643470764160,"11213","0",Brooklyn,62426.00000000,29631004.43793900,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-s8w-s5z,St MarkS Playground,St Marks Playground,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"680","232","St Marks Playground, New York, NY, 11213",St,Marks Playground
3.0000000000000000000000000000000,Brooklyn,"047",BK81,Brownsville,32730861.1090999990701675415039062500000,27300.7812330000015208497643470764160,"11212","0",Brooklyn,83866.00000000,41972104.07141980,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-wg7-djv,Big Apple Stars,0 New Lots Avenue,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"190","142","0 New Lots Avenue, New York, NY, 11212","0",New Lots Avenue
3.0000000000000000000000000000000,Brooklyn,"047",BK81,Brownsville,32730861.1090999990701675415039062500000,27300.7812330000015208497643470764160,"11207","0",Brooklyn,93556.00000000,73966260.54106100,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-s83-zxq,Halal Fried Chicken & Pizza,141 Pennsylvania Ave,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"1942","899","141 Pennsylvania Ave, New York, NY, 11207","141",Pennsylvania Ave
3.0000000000000000000000000000000,Brooklyn,"047",BK81,Brownsville,32730861.1090999990701675415039062500000,27300.7812330000015208497643470764160,"11236","0",Brooklyn,94480.00000000,96373991.62010460,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-wg6-t9z,Remsen Playground,9001 9099 Glenwood Road,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"220","128","9001 9099 Glenwood Road, New York, NY, 11236","9001",9099 Glenwood Road
3.0000000000000000000000000000000,Brooklyn,"047",BK81,Brownsville,32730861.1090999990701675415039062500000,27300.7812330000015208497643470764160,"11233","0",Brooklyn,66737.00000000,37871693.68225430,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-s94-tgk,Black Rose Natural Hair Care,Marion St,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"373","119","Marion St, New York, NY, 11233",Marion,St
3.0000000000000000000000000000000,Brooklyn,"047",BK85,East New York (Pennsylvania Ave),19397527.2993000000715255737304687500000,24226.8507771000004140660166740417480,"11212","0",Brooklyn,83866.00000000,41972104.07141980,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-wg7-djv,Big Apple Stars,0 New Lots Avenue,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"190","142","0 New Lots Avenue, New York, NY, 11212","0",New Lots Avenue
3.0000000000000000000000000000000,Brooklyn,"047",BK85,East New York (Pennsylvania Ave),19397527.2993000000715255737304687500000,24226.8507771000004140660166740417480,"11207","0",Brooklyn,93556.00000000,73966260.54106100,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-s83-zxq,Halal Fried Chicken & Pizza,141 Pennsylvania Ave,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"1942","899","141 Pennsylvania Ave, New York, NY, 11207","141",Pennsylvania Ave
3.0000000000000000000000000000000,Brooklyn,"047",BK85,East New York (Pennsylvania Ave),19397527.2993000000715255737304687500000,24226.8507771000004140660166740417480,"11233","0",Brooklyn,66737.00000000,37871693.68225430,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-s94-tgk,Black Rose Natural Hair Care,Marion St,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"373","119","Marion St, New York, NY, 11233",Marion,St
3.0000000000000000000000000000000,Brooklyn,"047",BK41,Kensington-Ocean Parkway,15893349.4385999999940395355224609375000,20800.5560753999998269136995077133179,"11218","0",Brooklyn,72280.00000000,36868798.98975620,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzz-222@627-wh4-f75,Sitting Area Seeley,Sitting Area Seeley,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"103","67","Sitting Area Seeley, New York, NY, 11218",Sitting,Area Seeley
3.0000000000000000000000000000000,Brooklyn,"047",BK41,Kensington-Ocean Parkway,15893349.4385999999940395355224609375000,20800.5560753999998269136995077133179,"11230","0",Brooklyn,80857.00000000,49926703.39331720,NY,Kings,"36","047",http://www.usps.com/,0.00000000000,0.00000000000,zzy-222@627-wdh-tvz,Z&I Dental Center,2001 Ave P Ste A2,New York,NY,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,"31","26","2001 Ave P Ste A2, New York, NY, 11230","2001",Ave P Ste A2
